stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,46,13,0,121,0,1,0,0,0,0,9,0,0,0,0,0,3,3,92,0,0,0,2,1,138,0,0,13,0,0,0,0,0,0,0,0
72hpf,1.97,1.97,0,126.83,0.56,3.38,0,0,0,0,0,0,0,0,0,1.97,8.74,0.28,28.18,0,0,0.28,1.41,11.56,8.46,0.28,0.28,35.23,0.56,0,1.13,0,0.28,0,0,0
21Day,0.74,0.37,0,13.69,0,1.11,0,0.74,0,0,0,0,0,0,0,0,0.74,0,15.91,0,0,0,0,1.48,0.74,0,0,3.7,1.48,0,0,0,0,0,0,0.37
3Month,0,0.21,0.1,24.13,0,0,0.1,8.11,0.62,0,0,1.98,0.73,0.21,0.83,0.73,0.1,0.62,7.07,3.43,0,0.21,0.31,0.21,0.21,1.35,0,0,0.73,0.62,0.1,0,0,0.21,0.62,0.52
22Month,0,0,0.14,22.14,0,0,0.27,4.51,0.41,0.27,0,4.37,0.82,0.14,0.68,0.14,0,0.27,13.8,0.41,0.27,0.27,0,0,0,0.82,0,0,0.14,0.41,0,0.14,0,0.14,0.14,0.14
