stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,0.85,5.36,1.13,0,0,0,0,0.28,0,0,0,0,0,0.28,3.38,0.28,1.41,0,0.28,0,0.28,7.05,2.25,0,0,3.1,0,0,0.85,0.56,0.85,0,0,0
21Day,1.11,0.37,0,4.44,8.88,4.44,0,0.74,0,0.37,3.7,0,0,0,0.37,0,0.37,3.33,1.11,2.96,0,0,1.11,0,6.66,1.11,0.37,0.74,4.81,1.11,0,0.74,0.74,3.7,0,0,0.74
3Month,0,0.31,0.1,8.63,1.14,0,0.1,0,0.21,0.62,26.84,0,8.11,5.72,0.31,2.7,0.52,1.46,3.33,2.5,0.21,0,0.42,0.52,0.31,0,0.31,0,0.31,0.52,1.56,0.31,0,0.1,1.35,3.33,1.35
22Month,0,0.27,0.14,0.96,0.27,0,0.27,0,0,0.27,13.53,0.41,19.68,2.32,0.14,1.09,0.14,0.14,0.96,1.23,0,0.68,0.27,0,0.27,0,0.27,0.41,0.14,0,0.27,0.27,0.14,0,0.14,0,0.41
