stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0.37,0,1.11,2.59,0.74,1.48,0,0,0.37,0,0.74,0,0.74,26.64,0,0.74,0,2.59,0,0,0,0,1.85,0.37,0,0,0,0.37,0.37,0,0.74,0.37,0.37,0,0,0.37
3Month,0.21,0.62,1.87,12.17,0,0,0.83,5.62,3.22,0,13.83,6.03,0.62,423.97,0.62,3.43,2.81,3.64,0.73,0,1.35,1.14,0.52,0.1,0.73,0.31,0,0.42,2.6,2.91,0,0,0,1.25,1.77,3.02
22Month,0.27,0.82,2.87,4.51,0,0,0.41,6.97,3.01,1.09,24.73,1.37,0.41,353.1,0.14,0.55,1.78,2.46,0,1.78,0.96,0,0,0.14,0.68,0.14,0.14,0.14,0.55,0.55,0.41,0,0,0,0,1.09
