stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0.74,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0.37,38.48,0,0,1.48,0,2.96,0.37,0,0.37,0,2.59,0.74,0,0,0.37,0.37,0.37,0,0,0
3Month,0.21,1.14,0.21,14.67,0.1,0.83,0.1,11.03,2.18,12.38,0.21,18.2,5.41,0.52,4.99,0.83,24.13,5.2,334.93,73.02,0.31,5.41,1.14,3.54,0.31,1.35,0.31,0,0.94,2.08,10.3,0.52,0.1,0,0.21,1.98,2.91,3.85
22Month,0.27,2.05,0.82,9.57,0,1.91,0,6.83,0.96,5.74,0.41,22,1.37,0.68,2.87,0,12.16,2.19,299.67,5.33,0.41,3.83,0,2.46,0,0.41,0.96,0.41,0.27,0.55,1.37,0.96,0.27,0,0,0.68,0,1.5
