stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,2,80,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.95,1.41,1.69,3.38,1.69,0,0.28,0,0,0,0,0,0,0.28,0,0.85,2.54,0,48.48,0,0,1.41,96.96,59.19,0,0.28,33.54,0,0,14.37,0.28,0.56,0.56,0,0,0
21Day,2.96,0.74,2.96,0.74,1.85,0,0,0,0.37,0,0,0.37,0,0.37,0,0,0.74,0,37.37,0,0,9.99,28.49,28.86,0,1.48,5.55,1.48,0,1.85,0,1.11,9.99,0.37,0,0
3Month,0,0.52,1.25,0,0,0,0,0.21,0.1,0.52,0,0.31,0.21,0.1,0,0,0.52,0.31,7.8,2.08,0,0.62,0.52,0.62,0.1,0.62,3.54,0,0,0.21,0,0,0.21,0.1,0.21,0.21
22Month,0,0.14,0.68,0,0,0.14,0,0.14,0,0.27,0.55,1.23,0,0,0.27,0,0.14,0.14,6.01,0.27,0.14,0.14,0.41,0,0.27,1.64,1.23,0,0.14,0.27,0,0,0.14,0,0,0
