stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.28,0,0.28,0,0,0,0,0,0,0.28,0,0,0,4.79,1.97,0,0.28,0,3.38,0,3.38,10.71,1.69,0,0.28,0,0.28,0.85,0,0,0,0,0,0,0,0
21Day,0,0,4.44,6.29,0.37,2.59,0,2.59,0,0.37,0,0,22.2,0,2.59,30.34,1.85,3.33,1.11,2.59,0,0.37,1.11,3.7,7.77,1.48,0,0,0,1.11,5.55,0,1.48,1.11,0.74,0.37,0,0,1.48
3Month,0.42,0.83,5.41,10.19,0,0,1.04,0.21,2.7,1.66,0,0,156.03,3.12,0.1,157.17,6.24,3.33,1.14,2.5,0.83,0.21,1.04,26.63,0.31,0.1,0.42,1.35,0,0.1,5.62,0.21,21.84,0.21,0,0,1.46,6.45,1.04
22Month,0,1.37,10.52,7.38,0.14,0,0.96,0,4.37,1.5,0.27,0,259.09,1.37,0.14,121.89,1.09,0.27,0.82,0.96,0.14,7.11,0.96,1.78,0.14,0,0.82,1.09,0.82,0,0.55,0,6.97,0.27,0.14,0,0,0.14,0.14
