stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.11,0,0,57.35,2.59,0,1.11,0,0,0,0,0,1.11,0.74,0.74,21.83,0.37,3.33,0,0,0.37,0,3.33,1.11,0,0,1.48,1.48,0,1.48,0,1.48,0.37,0,0,0.74
3Month,0,0.21,0.52,60.43,0,0.1,0,0.31,2.29,0,6.14,2.29,0.21,1.46,0.94,1.25,0.73,1.66,0.31,0.21,0.31,0.31,0.1,0.1,0,0.21,0.21,0.73,0.94,0,0,0,0,0.31,0.62,1.35
22Month,0.27,2.19,0.55,58.9,0,0.96,0.41,0.82,3.83,1.23,19.95,0.82,0.82,1.5,0.96,0.55,8.34,5.74,0.27,1.23,0.68,0.14,0.14,0,0.68,0,0.27,0.82,0.41,0.14,0.14,0,0,0.41,0,2.87
