stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,26,0,56,1,0,0,0,0,0,0,5,0,0,0,0,10,26,15,25,0,0,0,0,5,97,0,0,1,0,0,0,0,0,0,0,0
72hpf,1.97,9.86,0,21.42,1.97,1.41,0,0.28,0,0,0,0,0,0,0.85,0,15.78,38.05,3.66,18.88,0,0.56,0.56,0,12.12,18.04,0.28,0.85,21.14,0,0,2.25,0,0,0,0,0
21Day,6.29,4.07,1.48,142.44,0.37,3.33,0,1.11,0.37,0.37,0,0,0.74,0.37,16.65,8.51,5.55,82.51,19.61,31.45,0,0,3.7,0.37,9.25,9.62,1.11,2.22,16.65,4.44,0.37,1.48,0.37,0,0.37,0,4.81
3Month,0.1,2.39,1.46,40.88,0.21,0,0.31,0.42,3.43,2.08,0.1,0,1.77,3.95,1.98,16.12,2.5,28.5,9.47,6.97,1.35,0.1,2.39,0.83,0.73,0.21,1.04,0.42,0.62,0.52,1.25,0,0,0.1,0.94,1.56,2.6
22Month,0,1.37,1.09,9.84,0,0,0,0.27,2.87,5.47,2.32,0,10.39,0.41,4.1,7.79,0.27,4.37,9.84,5.47,0.68,0.55,0.68,0,0.41,0,0.82,0.68,0.14,0.14,0.68,0.14,0,0.14,0.55,0,1.23
