stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,2,0,17,0,1,0,0,0,0,3,0,0,0,0,3,5,8,28,0,0,0,0,104,2263,3,0,5,0,0,0,0,0,3,0,0,0
72hpf,81.45,12.4,0,47.35,12.4,68.77,0.85,0,1.13,0,0,0.28,0,1.97,0,21.42,131.06,15.5,82.3,0,5.64,5.36,1.41,7417.4,962.51,9.58,36.08,129.65,0.85,0,357.95,7.05,8.74,13.81,0,0,0
21Day,34.04,3.33,2.59,76.59,4.07,76.59,10.36,0.37,2.22,0,0,18.5,2.96,18.13,14.06,5.92,53.65,21.83,83.62,0,0,8.51,0.37,2541.81,644.52,7.03,43.66,42.92,79.18,1.48,197.57,14.06,30.71,7.77,0,0,12.95
3Month,0.1,0.73,0.31,12.59,0.1,0,0,1.25,2.91,0.1,0,5.2,3.54,0.1,2.5,0.73,4.06,1.98,2.39,0.62,0,0.62,0.52,44.42,7.28,7.18,14.25,0.1,0.62,11.55,3.12,0.21,0.1,0.21,0.31,3.02,2.18
22Month,0.41,1.09,0.41,3.96,0.27,0,0.27,0.55,4.92,1.23,0,10.66,2.46,0.68,3.01,0,0.96,3.55,2.6,0,0.68,0.68,0,20.09,4.51,9.84,33.21,0.41,0.14,16.94,15.71,0.68,0,0.41,0.14,0,0.82
