stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,4,0,19,4,0,0,2,0,0,0,0,0,0,0,2,4,11,73,0,1,0,0,10,633,0,0,0,8,0,0,0,0,0,0,2,0,0,0
72hpf,12.12,2.54,0,16.91,4.23,2.54,0,1.13,0,0.28,0,0.28,0,3.1,0,14.66,11.27,1.69,63.13,0,2.25,0.85,0.28,199.55,167.42,1.13,0.56,0,25.37,0,0,0.56,7.61,3.66,3.38,2.25,0,0,0
21Day,15.54,0.74,0,48.84,2.22,7.77,0,10.36,0,1.11,0.37,0.74,0.74,24.05,2.59,3.33,7.03,8.14,66.23,0,0,4.44,0.37,70.67,66.97,1.48,1.11,0,18.5,5.92,0,7.03,7.77,5.18,13.32,3.33,0,0.37,5.92
3Month,0.83,3.74,2.29,71.77,0.52,0,1.25,3.02,7.28,11.65,0.1,24.13,42.13,9.15,31.93,4.68,12.69,16.43,26.73,2.39,0.1,10.92,3.02,6.14,2.91,8.32,1.87,0,1.14,5.1,0.21,521.44,1.25,0.1,0,0.42,7.28,60.95,41.09
22Month,0,3.42,2.73,23.09,0.41,0,0.14,1.64,3.96,14.89,9.98,28.29,6.56,11.75,40.58,1.09,3.55,16.67,21.18,0.41,0.41,5.33,0,3.42,1.09,4.65,1.5,0.27,0.96,0.14,0,81.03,2.32,1.23,0,0,0.96,0,6.7
