stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,3,0,0,0,0,7,25,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.56,1.97,0,1.41,0,0,0,0,12.97,5.36,0,0,0,0.56,0,0,0.28,0.28,0.28,0,0,0,0
21Day,1.48,0,0,8.14,2.59,0,3.33,0,0,0,0,1.85,0,1.11,0,0.37,1.11,0.37,3.7,0,0,1.48,0.74,9.62,4.44,0.37,0,0,2.22,0.74,0.37,1.11,0.37,0.74,0.74,0,0,0.74
3Month,0,0.31,0.21,8.84,0,0.1,0.31,0.83,1.14,0,0,15.19,1.04,0,4.78,1.56,2.29,0.62,2.7,0.1,0,0.42,1.04,0.83,0.31,0.21,0.1,0,0,0.62,4.06,0.21,0,0,0.1,0.94,0.52,1.56
22Month,0,0.41,0.27,2.87,0,0.41,0.14,0.41,2.87,3.55,0,41.4,0.27,0.82,3.69,0.27,0.14,3.42,2.46,0,1.5,0.27,0,0.55,0.14,0.82,0.68,0.14,0,0.14,1.37,0.82,0.96,0,0,0,0,0
