stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,2,0,19,0,0,0,0,1,0,1,0,0,0,0,2,1,0,27,0,0,0,1,5,118,0,0,0,5,0,0,0,0,0,1,0,0,0
72hpf,4.51,1.69,0,5.64,1.41,0.85,0,0,0,0,0,0,0,0,0,3.1,9.02,0,14.37,0,0,0.28,0.28,6.2,12.4,0,0,0,10.43,0.28,0,1.69,0,0,0.85,0,0,0
21Day,2.22,0,1.11,13.32,1.48,0.37,0.37,0,0,0,0,0.74,0.37,1.11,3.33,1.48,3.7,1.85,15.91,0,0,1.48,0.37,2.59,6.29,0,0,0,8.51,1.11,0.37,1.11,0.37,0.74,0.74,0,0,0
3Month,0.1,0.83,0.52,33.49,0.31,0,0.42,5.2,1.56,0.1,0,15.91,0.94,0.62,14.46,1.14,11.34,2.18,8.43,1.25,0,1.25,1.66,0.52,0,0.73,0.42,0,0.31,0.94,25.8,0.31,0,0,0.52,2.39,1.98,2.08
22Month,0.14,2.05,0.96,11.75,0.14,0,0,1.91,2.05,3.28,0,30.34,0.68,1.64,12.03,0.55,1.37,2.73,4.1,0.14,0.55,0.82,0,0.14,0,0.55,0.14,0.27,0.27,0.14,9.98,0.27,0.14,0,0,0.55,0,0.55
