stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hatching_gland,Hepatocyte,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,2,2,13,0,0,0,0,1,0,0,1,1,1,10,0,5,64,0,0,0,0,1,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0.28,0,0.28,0,2.25,1.69,0.56,0,0,0.28,0,0,0
21Day,0,0,0.37,0,0.37,0.74,0,0,0,0,0.37,0,0,0,0,0.37,1.85,0,0,0,0,0,0,0
3Month,0,0,0.21,0,0,0,0.1,0,1.35,0.1,0,0.1,0,0,0.1,0,0,0,0,0.31,0,0,0.31,0.1
22Month,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0
