stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,1.41,0,0.56,0,0,0,0,1.41,1.13,0,0,0,0,0,0,0.28,0,0,0,0,0
21Day,1.48,0,0.37,1.85,0.37,0.74,0,0,0,0,0,0,0,0.74,0.37,0.37,0,0.37,2.22,0.74,1.48,0,0,0.74,0,2.22,0.37,0,0,0,0.37,0.37,0,0,0.37,0.74,0,0,0
3Month,0.1,0.94,1.14,6.03,0.1,0,0.21,0.1,0.42,1.66,1.77,0.1,0,47.12,3.43,0,11.75,3.74,2.39,2.6,2.18,0.52,0.42,1.77,1.35,0.31,0,0.62,0.31,0,0.1,1.25,1.14,0.1,0,0,0.21,0.31,1.14
22Month,0.14,2.32,1.78,5.88,0.14,0,0,0,0,2.32,5.6,1.91,0,73.24,1.64,0.68,17.35,0.96,0.96,1.78,3.28,0,4.37,1.37,0.27,0.14,0,0.27,0.68,0.14,0,0.27,0.14,0.55,0,0,0.27,0,0.68
