stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0.28,0,0,0.85,0,0,0,0,3.66,0,0,0,0,0.28,0,0.28,0,22.55,0,0,0,0,0
21Day,1.11,0,0,0.74,1.11,0,0,0.37,0,0,0.74,0,0.37,0,0.37,0.37,0,1.85,0,0,0.37,0,2.96,0.37,0,0.37,0,1.48,1.11,0,0.74,87.32,1.48,0,0,0.37,0.37
3Month,0.21,0.62,0,6.66,0,0.31,0.1,0.73,1.66,0,10.09,1.56,0,3.02,0.62,1.35,2.29,1.66,0.52,0,0.42,0.62,0.21,0,0.83,0,0,0.21,0.42,45.87,0.21,3.54,0,0.1,0.73,27.88,1.56
22Month,0.55,2.87,0.82,10.11,0,0.41,0.14,1.5,11.48,4.24,192.54,3.28,1.91,12.03,0.27,2.32,7.52,10.11,0.27,6.83,1.23,0.14,1.78,0.14,1.23,1.37,0.41,0.27,0.27,15.3,2.46,105.77,0.14,0,0.82,0,3.42
