stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,5,1,0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0,0,0,0.56,0,0,0,0,0,0,0,0.56,0,0,0,21.42,0.28,0,0.56,0,0.56,0,1.41,14.09,1.69,0,0,0,0.28,0,0,0,0,0,0,0,0,0
21Day,1.11,0,12.21,4.81,0.74,4.07,0,0.74,0,0,0,8.14,0.37,0.37,29.97,2.59,3.7,0.37,1.85,0,0,1.85,1.85,15.54,1.48,0.37,0,0,2.59,1.85,0,0,0.74,0.37,0,0.37,0,1.48
3Month,1.56,1.25,19.56,15.39,0.31,0,1.14,0.21,9.26,3.43,0.1,36.2,14.87,0.21,285.01,53.36,3.43,3.33,3.33,0.52,0,6.97,13.21,0.42,0,0.42,0.1,0,0.21,2.29,0.1,2.08,0.21,0,0.1,0.94,1.56,2.5
22Month,0.41,2.73,29.38,17.08,0.14,0,1.5,0.27,22,5.06,22.55,446.3,3.83,0.96,461.19,10.52,0.96,5.06,5.19,0.27,5.74,6.01,1.23,0.82,0,1.78,0.82,0.68,0,1.09,0,0.41,0.82,0.82,0.14,0.27,0,2.05
