stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,5,0,4,0,19,0,7,0,0,0,0,0,0,0,1,1,129,2,0,0,0,0,1,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0.85,0,3.38,0.56,117.81,0,14.09,0,1.13,0,0,0,8.74,0,1.41,1.41,3.38,1.69,0,0.28,0,0,17.76,6.48,0,0,0,2.82,0.56,0,0,0.85,0,0,0,0,0,0.28
21Day,2.59,0.37,0,5.18,0,150.58,0,25.9,0.37,9.25,0,1.11,10.36,10.36,0.74,0.74,1.11,12.21,2.96,0,0,2.22,0,7.03,2.59,0.37,0.37,0,2.22,4.44,0,0.37,0.74,0,2.96,0,0,0,2.22
3Month,0.31,1.77,1.14,13.94,0.1,0,7.28,25.28,2.29,262.95,0,15.6,174.54,14.67,10.61,0.94,4.78,224.47,6.76,1.66,0,1.87,1.25,0.73,0.21,1.25,0.42,0,0.1,4.37,0.42,8.11,0.42,0,0,0.21,1.98,4.78,9.99
22Month,0,3.55,0.96,5.33,0.14,0,9.02,20.36,1.23,414.87,6.42,34.3,105.08,22.14,8.75,0.82,1.37,222.88,6.42,0.41,2.87,0.96,0.14,0.82,0,0.41,0.96,0.41,0.27,1.09,0,2.05,0.96,1.37,0,0.14,0.55,0,5.47
