stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,1,0,26,4,0,0,0,0,0,0,0,10,0,0,0,1,8,4,4,33,0,0,0,1,34,692,2,0,0,3,0,0,0,0,0,4,0,0,0
72hpf,14.66,5.36,0,23.11,23.68,9.02,0,0.28,0,0,0,0.28,0,0,0,1.69,1.97,10.15,28.75,3.1,78.92,0,0.85,1.69,0,895.43,376.27,1.13,3.66,0,54.11,0.56,0.56,52.42,1.41,1.41,6.76,0,0,0
21Day,8.51,1.11,0.37,39.22,12.95,15.54,0,1.85,0,0,0.37,0,0,0.37,0.37,5.18,0.74,2.59,12.21,2.59,146.88,0.37,0.37,10.73,0,248.63,135.05,2.22,2.96,0,41.81,14.43,3.7,41.44,2.22,2.22,7.77,0.37,0.37,2.96
3Month,1.46,1.04,0.1,13.21,0.94,0,0.1,0.1,0,1.04,0.42,0,0,4.47,1.04,0.21,1.35,1.04,1.87,0.83,8.22,1.35,0,1.04,0,2.08,2.08,3.02,1.46,0,0.21,0.42,14.87,1.98,0,0,0.42,0.73,10.51,0.83
22Month,1.5,1.37,0,4.51,0.55,0,0,0.14,0.27,0.27,0.55,0.55,0,12.57,0.14,0.68,1.5,0.68,0.68,0.82,4.37,0.27,0.96,0.96,0.27,1.09,1.23,2.87,3.01,0.27,0,0,4.92,5.6,0.41,0,0.27,0.27,0,0.14
