stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Neural_cell,Neural_progenitor_cell,Primordial_germ_cell,Radial_glia,Spermatocyte
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.56,0,0,0
21Day,0,0,0,0.74,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0
3Month,0,0,0.1,0.52,0,0,0,1.25,0,0.42,0.1,0,0,0,0,0,0.83,0,0.31
22Month,0,0.14,0,0.82,0.27,0.41,0.41,12.71,0.14,4.92,0,0.27,0.27,0.14,0.14,0,0,0.27,0
