stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,186,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,31,0,0,0,0,0,100,0,0,0,8,0,0,0,0,0,0,0,0,0
72hpf,4.23,178.97,0,2.82,0.56,4.23,0,0,0,0,0,0.28,0,0,0,0,0.85,3.95,0.56,116.97,0,0.28,0.85,0.28,13.53,30.16,0,0,0,72.72,0,0,0,7.05,0.28,7.89,0,0,0
21Day,0.74,123.95,0,4.07,1.11,4.81,0,0.37,0,0,0,0,0.37,0,0.74,0.37,0.37,2.59,0.37,72.89,0,0,9.99,0,6.66,7.03,0,0.74,0,15.91,3.7,0,0.37,0.74,1.48,2.22,0.37,0,0.37
3Month,0.31,302.07,0.52,7.49,0.42,0,0.1,0,1.04,1.14,2.81,0,13.11,4.47,0.42,4.78,1.14,3.95,4.26,17.58,6.76,0,7.18,0.73,0.94,0.21,0.73,0.73,0,0.1,1.25,0.21,15.81,0.83,0,1.14,8.01,14.87,1.98
22Month,0.27,612.05,0.41,3.01,0,0,0.27,0,1.23,1.09,3.55,1.78,35.8,3.14,0.27,3.42,0.41,1.09,4.1,20.77,0.27,0.68,5.33,0.41,0.27,0,0.27,0.82,0.68,0,0.14,0,5.74,6.01,0,0.55,1.37,0,1.37
