stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.56,0.56,0.85,0,0,0,0,0,0,0,0,0,1.13,0.28,1.13,0,0,0,0,0.28,0.28,0,0,0.56,0,0,0,0,0,0,0
21Day,0.74,0,0,4.44,0.37,1.48,0.37,0,1.11,0,0,0,1.85,0.37,0.37,2.22,1.85,5.55,0,0,1.11,0,1.85,0.37,0,0,2.22,0,0,0.37,0.37,0,0,0.74
3Month,0,0.52,0.1,2.6,0,0,0.21,0.94,1.77,0.1,3.12,1.25,0.21,1.56,0.31,1.04,1.98,1.25,0.52,0,0.73,0.31,0,0,0.1,0.21,0.1,0.21,0.21,0.1,0,0.62,0.73,2.7
22Month,0,1.09,0.27,3.55,0,0,0.27,0.14,5.47,2.6,9.98,0.68,1.23,3.96,0.14,0.41,5.19,1.64,0,0.41,0,0,0.27,0,0.68,0,0.14,0.14,0,0.41,0.14,0.14,0,2.32
