stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.28,0.56,0,0,28.75,2.25,0.28,0.56,0,0.28,0,0,0,0,0,0,0,0
21Day,1.11,0,0,3.7,1.11,7.77,0,0.74,0,0,0,0.37,0.37,2.96,0,0.74,2.22,1.48,6.66,0,1.85,0,165.75,5.55,1.48,2.96,0,4.44,2.96,0,1.85,2.96,1.85,0,0,1.48
3Month,0,0.21,0.21,2.08,0.1,0,0.1,0,0.1,0.94,0.1,3.12,1.04,0.1,0.94,0.31,0.52,1.56,8.43,0,0.31,0.21,3.95,0.1,3.22,3.64,0,0,0.83,5.62,1.25,0,0,0.21,4.78,0.52
22Month,0,0.14,0.14,0.68,0,0,0,0,0,1.64,0,5.88,0.27,0.14,0.27,0.14,0.14,1.5,2.46,0,0,0,9.16,0,1.64,2.05,0.14,0.14,0,0.41,10.8,3.01,0,0,0,0
