stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0.28,1.13,0,1.13,0,0.28,0,0,26.21,3.95,0,0.28,2.54,0,0.28,0.28,0,0,0,0,0
21Day,1.11,0,1.48,0.74,0.37,0,0.74,0,0,0,0,0,0,0,0,0.37,0,1.48,0,0,0.37,0,12.58,2.22,0,4.07,1.48,0,0.37,0,0.37,0.37,0,0,0
3Month,0,0.1,4.78,0.21,0,0.1,0,0.42,0.42,0,2.29,1.35,0.1,1.25,0.21,1.25,0.73,1.46,0.21,0,0.52,0.1,0.42,0.1,1.04,1.04,0.42,0.31,2.6,0,0,0,0.42,3.85,0.94
22Month,0.14,0.27,1.37,0,0,0.14,0,0.14,1.09,0.27,6.01,0.14,0.14,0.27,0.27,0,0.14,3.96,0.14,0,0,0,0.55,0,0.55,0.41,0,0,1.64,0,0,0,0,0,0.27
