stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,0,0,0,0,3,68,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,0.85,0,0.85,0,0.85,0,0.28,0,0,0,0,0,0,0.85,0,1.97,0.85,0,3.66,0,1.13,0,0.28,7.05,10.71,0,0,0,1.41,0.56,0,0,0,0,0,0,0
21Day,2.22,1.11,0.37,5.92,0.74,1.48,0,3.33,0,0,0,0,1.11,0,2.59,0,0.37,1.11,0.37,5.92,0,0,0.74,0,2.59,3.7,0,0,0,1.85,0.37,2.59,1.48,0.37,0,0,0,1.48
3Month,0.31,1.35,0.73,16.12,0,0,0.94,1.56,0.1,1.77,2.29,0,20.49,2.39,2.91,4.47,2.08,4.78,4.16,7.28,1.04,0,0.62,0.83,0.83,0.21,0.52,0.52,0,0.21,1.04,78.01,0.52,0,0.21,1.04,62.62,3.02
22Month,0.14,1.5,0.55,4.51,0.14,0,0.14,0.68,0,0.41,2.46,4.51,75.29,1.23,4.24,5.33,0.82,0.82,5.06,7.11,0.55,1.78,0.82,0.14,0.14,0.55,0.68,0.68,4.78,0,0.14,16.81,0.82,0.41,0.14,0.27,0.14,1.23
