stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,5,0,18,0,0,0,2,0,1,0,1,0,0,0,0,5,6,138,34,0,0,0,0,2,194,1,0,0,8,0,0,0,0,0,0,0,0
72hpf,1.13,0,0,1.41,0,0.56,0,0,0,0.56,0,0,0,0,0.28,0,2.25,3.66,0,5.92,0,2.54,0,0.28,9.58,41.43,0,0,0,8.46,0.28,0,3.1,0,0,0,0,0
21Day,3.33,0,0,6.66,1.11,2.22,0,0.74,0,1.48,0,0,2.22,3.33,4.81,0.37,0.74,2.59,11.1,7.03,0,0,0.37,0.37,3.7,17.39,0.37,0,0,13.32,1.11,1.48,0.74,0.37,1.48,0,0,21.09
3Month,0.21,1.56,0.52,6.24,0,0,0.52,0.21,0.42,43.17,0,0,51.07,4.37,0.94,2.7,1.04,1.35,11.23,3.74,0.42,0.1,0.52,0.73,0.21,0,0.21,0.1,0,0.21,1.04,13.42,0.1,0,0,1.46,18.83,92.47
22Month,0.14,1.64,1.78,5.47,0,0,2.32,0.41,0.55,73.52,0.68,0,270.98,6.42,1.37,2.05,0.41,0.27,10.66,3.42,0,11.62,0.55,0.14,0.14,0.41,0.68,0.68,3.14,0.14,0.27,11.34,0.14,0.55,0,0.14,0.14,30.75
