stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,1,7,0,0,0,0,0,43,0,0,0,0,0,0,0,0,2,0,0,0
72hpf,0.28,1.69,0,1.97,0.85,0,0,0,0,0,0,0,0,0,0,0.28,19.17,0,6.48,0,0,0.28,0,13.81,2.82,0.85,0,21.7,0,0,1.13,0.28,0,0,0,0,0
21Day,0.37,0.37,0,12.95,0.37,0.37,0,0.37,0,0,0,0,0,2.22,0,1.11,21.83,0.37,7.77,0,0,0.74,0,11.1,0.74,1.85,0,36.63,0.74,0.37,0.37,0.37,0.74,0.37,0.37,0,0
3Month,0.21,2.7,0.1,41.5,0.21,0,0.1,0,0.1,0.94,0,13.31,0.83,0,1.04,0.83,0.83,0.73,4.47,0.52,0.1,0.83,0.42,0,0,5.51,0,0.21,0.42,0.83,0.21,0,0,0.1,27.98,0.42,0.52
22Month,0,1.5,0,3.83,0.14,0,0,0,0,0.55,1.91,5.33,0.55,0.14,0.55,0.14,0,0.82,2.19,0,0.27,0.55,0,0.14,0,6.01,0.14,0,0,0.55,0.68,0,0,0,2.05,0,0.27
