stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,2.25,0.28,0.56,0,0,0,0,0,0,0,0,0,0.56,12.4,14.37,0,0.28,0,1.97,0,0,6.2,1.41,0,0,0,0.56,0,0,0,0,0,0,0,0
21Day,1.11,0,1.11,12.95,1.11,0.37,0,0,0,0,0,0,9.25,0,0,8.14,0.37,8.88,0.74,3.7,0,0,0,0,1.48,0.74,0,0,0,0.37,2.22,0,0.37,0,1.11,0,0,0
3Month,0.21,0.62,6.24,13.73,0,0,2.7,0.42,0.1,3.22,2.7,0,761.3,3.64,0,89.04,2.18,3.12,2.5,5.2,0.62,2.18,3.22,1.14,0.42,0.1,1.66,1.14,0,0.1,12.79,1.35,0.1,0,0,1.87,1.98,1.98
22Month,0,1.37,5.88,4.78,0.14,0,1.78,0.27,0,1.23,1.37,0.68,630.5,0.27,0.14,105.77,0.41,1.78,1.37,1.37,0,15.17,1.09,0.14,0.14,0,1.37,1.23,0.96,0.14,0.82,0.82,0.14,0.68,0,0,0,0.68
