stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.85,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0.28,1.97,0,1.41,0,0,0,0,3.66,3.1,0,0,0.28,0,0,0.56,0,0.28,0.28,0,0,0
21Day,1.11,0,0,5.55,0.74,0,0.37,0,0,0,0,0,1.11,0.37,0.37,1.85,1.48,2.22,0,0,0.37,0,3.7,3.7,0,0,0.37,0,0,0,0,0.74,0,0,0,0
3Month,0.1,0.31,0.1,2.91,0,0.21,0.1,0.52,1.04,0,4.58,0.83,0,1.56,0.1,1.46,0.73,1.25,0.1,0,0.31,0.21,0.42,0.1,0.1,0,0,0.31,1.14,0,0,0,0.1,0.52,3.02,0.73
22Month,0,0.68,0.55,0.82,0,0.14,0,0.41,1.37,0.55,18.04,0.14,0.41,1.23,0.14,0.41,0.82,1.37,0.14,0.14,0.14,0,0.14,0,0.41,0.41,0,0.41,0.27,0.14,0.41,0,0,0,0,0.41
