stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.38,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0.28,0,0,0,0,1.69,3.95,0,0,0,1.41,0,0,1.69,0.28,0,0,0,0,0
21Day,0.74,0,0,2.96,0.74,0.74,0,1.48,0,0,0,0,0,0,0.74,0,0,0.74,0.37,1.11,0,0,0,0,0.74,1.11,0,0,0,0.37,0.74,0,19.61,0.74,0,0,0,0,0
3Month,0.62,2.29,1.35,16.95,0.31,0,0.62,0.21,0.1,4.06,5.51,0,26.73,8.74,0.42,13.42,1.56,5.82,6.24,7.49,4.89,0.21,1.66,2.7,1.14,0.42,1.56,0.83,0,0.83,5.62,0.1,578.23,0.42,0.1,0.21,3.33,16.12,6.03
22Month,0,1.09,0.41,3.69,0,0,0.55,0.14,0.14,0.41,0.96,7.24,27.74,0.68,0.82,4.37,0.14,0.68,1.91,1.91,0.27,1.5,0.55,0.14,0.27,0.27,0.41,0.27,4.65,0.14,0.14,0,118.89,0.27,0.55,0,0,0,0.55
