stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,26,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,12,19,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,2.25,0.85,0,3.1,0,0,0,0,0,0,0,0,0,0,0.85,9.58,1.97,2.54,0,0,0,0.28,5.07,1.97,0,0,0,0.85,0,0.28,0.28,0,0,0,0,0
21Day,6.66,0.74,0,18.5,1.48,0,1.11,0,0,0,0,0,1.85,0.37,0.37,8.51,12.58,4.07,0,0,0.37,0,4.07,3.33,0,0,0,1.48,0.37,0,0.74,0,0.37,0,0,0.37
3Month,0.42,5.51,0.42,16.33,0,0.31,0,1.04,4.78,0,6.24,1.25,0,1.66,0.83,34.53,14.25,6.55,1.87,0,0.31,0.52,2.08,0.21,0.62,0.83,0,0.31,0.83,22.68,2.08,0,0.94,0.94,1.66,0.94
22Month,0.14,3.28,0.27,3.96,0,0,0.14,0.14,2.46,5.88,8.88,0.55,0,0.27,0,6.01,6.97,3.01,0.14,0.14,0,0,1.37,0,0,0.55,0.27,0.27,0,1.64,1.23,0.14,0,0.14,0,0.14
