stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,1.13,0,0,0,0,0,0,0,0,0,0.28,1.41,0.56,24.8,0,0,0,0,2.54,1.69,0,0.28,5.36,0,0,0,0,0,1.13,0,0,0
21Day,2.22,0.37,0,4.07,1.48,0,0.37,0,0,0,1.48,0.37,0.74,0,0.37,2.59,0.37,123.58,0,0,2.96,0,6.66,4.81,0,0.37,32.19,2.22,0,1.11,1.11,0.37,1.11,0,0,0.74
3Month,0.1,0.83,0.52,12.79,0,0.31,0.52,1.87,3.02,0,14.98,4.26,0.21,3.64,0.62,3.85,1.77,139.17,1.46,0.1,0.62,1.35,0.31,0.21,1.25,0.31,7.7,1.14,4.89,0.42,0.1,0,0.42,1.25,1.25,2.91
22Month,0,1.09,0,3.28,0,0.14,0,0.27,2.32,0.68,35.53,0.41,0.27,3.69,0.14,0.27,0.82,19.68,0.14,1.78,0.41,0,0,0,0.14,0,1.91,0,1.23,0.27,0,0,0.27,0,0,0.68
