stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,0.28,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0.28,0.56,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,2.59,0,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0
3Month,0.42,4.99,1.14,18.62,0,96.01,2.18,3.12,5.62,0,13.11,5.93,1.04,12.27,2.91,9.15,11.13,8.84,0.73,0,1.98,1.77,1.46,0,1.25,0.62,0,0.62,1.56,7.49,0.1,0,0.42,2.6,4.06,7.59
22Month,0,4.37,0.14,4.1,0,69.42,0.27,0.27,5.88,0.55,20.5,4.92,1.37,1.78,0.27,1.09,6.15,8.61,0.41,2.73,1.23,0.14,0.27,0,0.82,1.37,0.14,1.09,0.41,0.27,0.41,0,0.14,1.78,0,3.55
