stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0.56,0.28,0,0,0,0,1.69,0.28,0,0,0,0.28,0,0,0.28,0,0,0
21Day,0.37,0,0.37,1.11,0.37,0.37,0,0,0,0.37,0,0,0,0.37,0,0.37,0.37,0,0,0,0.74,0.74,0.37,0.37,0,0.74,0.37,0.37,0.74,0,0,0
3Month,0,0,0,1.25,0,0,0.1,0.1,0,11.86,0.31,0,0.21,0.31,0.73,0.73,0,0.31,0.1,0.21,0,0.1,0.21,0,0,0,0.21,0.1,0,0.1,1.66,0.94
22Month,0,0.14,0.14,0.14,0,0,0,0.68,0.96,11.07,0.14,0.14,0.14,0,0.14,0.82,0,0,0.14,0,0,0,0,0,0.14,0,0.14,0,0,0,0,0
