stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,4,0,7,0,1,0,2,0,0,0,1,0,2,0,0,4,49,232,0,0,0,1,1,32,0,0,0,0,0,0,0,0,0,0,0
72hpf,24.24,1.41,0,3.1,0,0.56,0,0,0,0,0,0,0,0,0,1.13,17.47,0,11.27,0,0,0,0,8.17,3.38,0,0.28,0.85,0,0,0.28,0,0,0,0,0
21Day,19.24,0,0,2.22,0.37,1.11,0,0.37,0.37,0,0,0,0,0,0,0,1.48,0,2.22,0,0,1.85,0,0.74,2.96,0,1.48,1.48,1.11,0,0.37,0.37,0.37,0,0,0
3Month,48.16,4.06,0.1,5.41,0,0,0.1,9.26,0.73,1.46,0,6.55,2.08,0.42,3.12,0.73,1.66,13.94,2.29,1.35,0,0.73,0.42,0.21,0,0,10.92,0.31,0.83,3.02,0,0,0,0.83,3.33,1.46
22Month,42.63,2.87,0,1.09,0.14,0,0,6.7,0.14,1.23,0.96,11.75,0.55,0.27,1.09,0.27,0.41,2.32,2.6,0.27,0.68,0.41,0.14,0.14,0,0.14,25.42,0.14,0,1.91,0.14,0,0,0.14,0,0.82
