stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,66,1,0,4,0,1,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,4,17,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,356.26,5.92,0,15.5,3.38,26.21,0.85,0,0.56,0.85,0,1.41,0.28,7.61,50.73,4.23,53.27,0,2.54,1.69,0.85,249.44,122.32,0.28,0.56,48.76,0.85,0.28,19.73,1.97,1.41,1.69,0,0,0
21Day,144.29,0.37,1.11,17.76,0,18.5,9.99,0.74,0,3.7,0.37,4.07,1.85,0.74,13.32,4.81,23.68,0,0.74,4.44,0.37,15.54,19.61,0,1.48,8.14,8.88,1.48,4.44,0.37,4.81,0.74,0,0,2.59
3Month,0.31,0.1,0.42,0.83,0.1,0,0.21,0.31,0.21,1.04,0.52,0.31,0.62,0.1,0.52,0.42,0.83,0.1,0,1.77,0.52,0.1,0.1,0,0.1,0,0.31,13.31,0,0,0,0,0.21,14.67,0.31
22Month,0,0,0,0.68,0,0,0,0,0,1.37,0,0,0.41,0,0,0.27,0,0.14,0,0,0,0.14,0,0.27,0,0,0,7.11,0.14,0,0,0,0,0,0
