stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,4.79,0,0.85,0.85,2.54,0,0,0,0,0,0,0,0,0,1.13,5.07,0.28,2.54,0,0,0,0.28,379.09,31.57,3.38,1.69,0,6.76,0.28,0,20.01,1.13,0.28,0,0,0,0
21Day,1.48,0.37,6.66,0,4.81,0,0.37,0,0,0,0,0.37,2.22,1.11,0.74,2.96,1.85,5.18,0,0,0,0,177.96,7.77,2.59,2.22,0,2.96,4.07,0.37,9.25,1.11,0.37,0.74,0,0,0.74
3Month,0,0.42,1.87,0,0,0.1,0.1,0.62,0.94,0,5.1,0.83,0.31,0.52,0.1,1.35,0.62,0.94,0.1,0,0.31,0.21,5.51,0.1,3.74,0.42,0,0,0.42,28.92,0.62,0.1,0.1,0,0.31,4.26,1.66
22Month,0.27,2.73,1.37,0.27,0,0.41,0.27,0.41,2.73,0.68,22.82,0.82,0.82,2.19,0.14,0.41,1.64,1.91,0,0.82,0.68,0,3.42,0.27,6.56,0.82,0.14,0.14,0,12.98,0.68,0.68,0,0,0.14,0,1.23
