stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0.56,0,0.85,0.56,0.85,0,0,0,0,0,0,0,0,1.13,0.56,0.28,3.95,0,0,0,0,17.47,7.89,0.28,0.28,3.95,0,0,0.85,0.28,0,0.56,0,0,0
21Day,1.85,0,0.37,5.92,0,0.74,0,2.96,0,0,0.37,0,0.74,0,0.74,1.85,1.85,3.7,0,0,0,0,5.18,1.48,0,0,1.11,0.37,0,1.11,0,0.37,0.37,0,0,0
3Month,0,0.1,0,2.6,0,0,0.1,0,0.52,0.73,3.22,0.21,0.31,1.98,0.21,0.83,0.73,0.83,0.52,0,0.62,0.1,0.31,0,0.31,0.1,0,0,3.64,0,0,0,0,0.52,1.25,0.73
22Month,0,0.27,0.14,0.27,0,0,0,0,0,0.41,4.51,0.14,0.27,1.23,0.14,0.14,1.23,1.09,0,0.14,0.27,0,0.14,0,0.14,0,0,0,0.68,0,0,0,0,0.14,0,0
