stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.28,0.28,0.56,0,0,0,0,0,0,0,0,0,0.56,3.1,0.28,0.28,0.28,0,0,0,0,3.95,1.13,0,0,0,0.56,0,0,0.85,0,0.28,0,0,0
21Day,1.11,0,1.48,5.55,0,3.7,0,1.11,0,0,0,0,2.22,0,0.37,7.03,0,3.7,0.37,4.07,0,0,0,0,6.29,4.07,0,0,0,1.85,1.11,0,1.85,1.11,1.11,0,0.37,0
3Month,0,0.31,4.37,10.19,0,0,1.66,0.21,0.21,2.6,4.58,0.21,443.01,4.37,0.42,59.39,2.18,4.47,2.5,8.01,1.56,0.31,1.66,6.87,0.73,0.1,1.46,1.56,0,0.1,6.76,4.58,0.73,0.1,0.31,1.66,3.22,3.95
22Month,0,0.96,1.37,3.28,0.14,0,2.19,0.14,0,1.23,5.88,2.87,581.44,1.09,0.68,44.41,0.68,0.68,3.42,4.78,0.14,6.97,0.55,0.27,0.55,0,0.68,0.68,0.41,0,0.27,1.09,0.96,0.27,0,0,0,1.23
