stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,37,0,0,0,0,0,31,0,0,62,0,0,0,0,0,0,0,0,0
72hpf,85.96,0.56,0,2.25,0,1.69,0,0.28,0,0,0,0,0,0,0,0,0.56,1.13,0,44.25,0,0,0.28,0,20.57,13.25,0,0,130.5,0.28,0,0.85,0.28,0.28,9.58,0,0,0
21Day,54.76,0,0,4.81,0.37,2.59,0,0,0,0,0,0,0.74,0,0,0.37,0.37,1.85,1.48,65.12,0,0,0.74,0,10.36,3.33,0,0,44.03,2.96,0,0.37,0,2.22,2.22,0,0,0
3Month,3.64,0.52,0.21,6.24,0.1,0,0.21,0.1,0.21,0.21,2.08,0,5.3,0.62,0.1,1.87,0.42,1.14,1.25,63.55,9.05,0,0.73,0.31,0.42,0.1,0.1,0.1,0.21,0.1,4.37,0,0,0,1.35,0.83,16.85,1.77
22Month,0.68,0.82,0.41,1.37,0,0,0.41,0.14,0,0.14,2.73,0.14,23.64,0.68,0.27,3.28,0.14,0.68,1.91,45.23,2.05,0.27,0,0,0.14,0,0.14,0.27,0.14,0.41,6.42,0.41,0.27,0,0.27,0,0,0.55
