stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,12,0,0,0,0,3,68,0,0,0,0,0,0,0,0,3,0,0,0
72hpf,4.79,0.85,0,107.67,0.85,3.95,0,0,0,0,0.28,0,0,0,0.56,0.28,2.54,22.83,1.41,9.86,0,0.28,0,0,47.07,22.55,0.28,0,10.43,0.56,0,4.23,0.28,0.56,0.56,0,0,0
21Day,17.39,2.59,1.48,473.21,0.37,20.35,0,4.07,0,0.37,3.33,0,8.88,1.11,8.51,3.33,3.7,204.97,6.29,47.36,0,0.37,5.92,0.37,41.07,22.94,0.74,3.7,21.83,16.65,0.74,3.33,1.11,7.77,0.74,0.37,0,4.44
3Month,0.52,2.08,1.25,506.87,0.21,0,1.77,0.31,0.1,3.12,9.36,0.31,28.5,9.47,0.94,16.95,3.64,31.62,6.97,15.29,6.35,0.52,2.08,1.35,0.94,0,0.62,0.73,0.31,5.1,11.86,0.31,0,0,0.62,3.85,9.47,8.11
22Month,0,0.68,0,29.93,0,0,0.14,0,0,0.55,2.19,0.55,10.66,0.41,0.41,5.74,0,2.87,0.27,8.34,0.41,0.41,0.41,0.14,0.14,0,0,0.55,0,0.14,2.73,0.14,0.14,0,0,0,0,0.55
