stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,65,5,0,39,0,0,0,0,0,0,0,0,0,0,0,6,3,28,75,0,0,0,4,11,217,0,0,0,9,0,0,0,2,0,0,1,0,0,0
72hpf,5.36,14.94,0,29.88,20.86,4.23,0,0,0,3.1,0,0,0,2.82,0,2.25,31.29,11.56,26.49,0,2.82,0.56,4.79,51.58,41.15,0.85,9.3,0,142.05,0,0,0,27.34,0.85,0.28,5.92,0,0,0.85
21Day,3.33,4.07,0.74,28.49,2.59,7.4,0,0.74,0,7.03,0,1.11,5.18,32.56,0.37,2.59,9.62,30.71,30.71,0,0,1.48,0.74,31.82,13.32,2.96,3.33,0,27.75,5.18,0,0.74,14.43,0.37,1.11,2.22,0,0,30.34
3Month,0.21,17.99,0.62,50.97,1.77,0,1.35,1.35,1.77,105.06,0.62,16.02,145.83,13.11,4.37,3.33,35.16,119.72,28.08,1.66,0,2.39,7.59,3.54,1.25,16.23,1.35,0,0.21,2.81,0.31,14.87,11.55,0,0,3.12,3.43,21.53,157.59
22Month,0,14.48,0.96,18.17,1.64,0,1.78,1.64,0.82,126.26,2.73,24.6,63.68,16.4,3.42,1.37,6.97,92.78,10.11,0.14,0.68,0.82,0.14,2.05,0.55,10.52,1.23,0.27,0,1.37,0,19.27,33.62,1.37,0,0.96,2.46,0,67.5
