stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,1.41,0.28,0,0,0,0,0,0,0.28,0,0,0,0,16.91,0.28,1.41,0,0,0,59.19,1.97,0.56,1.97,0,0,0.28,26.21,14.94,0.28,0,0,0
21Day,1.48,0.37,0,3.33,0,1.85,0,0,0,0,0,0,0,0.74,0.37,0,8.51,1.48,2.96,0,0.37,0,6.66,1.85,0,0.37,1.11,0.74,0.37,24.79,60.31,0,0,0,0
3Month,0,0,0.1,2.08,0,0,0,0.83,0.83,0,0,2.7,0.21,0,0.52,0.21,2.18,7.91,0.62,0,1.35,0.1,2.29,0,0.21,0.1,0.42,21.95,0.21,0.21,0.1,0,0.21,24.24,0.21
22Month,0,0.41,0,0.96,0,0,0.14,1.09,0.82,0.96,0,17.76,0.14,0,0.82,0,2.05,1.37,0.41,0.41,0.27,0,2.19,0,0.55,0,0.14,5.6,0.14,23.64,0.14,0,0,0,0.14
