stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,14,1,3,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.69,1.41,0,0,0,0,0,0,0,0,0,0.28,0,0.85,4.23,0,0,0,0,0,0,3.66,1.13,0,0,0.28,0,0.28,0,0,0,0
21Day,1.85,0.37,0,0.37,1.11,0.37,0,0,0,0,0.37,0,0,0.37,0.37,0,0.37,0.74,2.59,2.59,0,0,0,0,0.37,0.74,0,0,1.11,0.37,1.11,0,0,0,0
3Month,0,0.21,0.42,5.3,0,0,0.21,0.1,0.83,0.42,0.1,0,6.24,1.66,0.1,2.08,0.42,1.46,1.35,2.18,0.1,0,0.94,0.42,0.31,0.21,0.42,0.1,0,0.52,86.13,0.1,0.73,57.73,1.35
22Month,0.14,0.41,0.41,1.78,0,0,0.41,0,0.27,0.55,0.82,0,10.93,0,0,3.69,0,0.27,0.96,4.51,0,1.5,0.27,0.14,0.27,0.14,0.14,0,0,0,31.84,0.14,0,0.68,0.82
