stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,121,0,0,3,0,0,0,0,0,1,0,0,0
72hpf,5.07,1.69,0,5.07,9.3,3.95,0,1.41,0,0,0,0,0,1.41,0.28,3.1,12.12,1.69,10.71,1.41,0.56,0,168.26,48.76,0.28,16.07,11.27,0.85,1.13,6.2,0,0,1.69,0,0,0
21Day,4.07,0,0,10.36,1.48,10.73,0,8.51,0.37,0.74,0,1.11,0.37,9.25,1.85,0.37,4.44,2.96,23.68,0,2.96,0.37,83.62,12.21,1.11,13.69,5.92,6.29,1.48,15.17,1.85,2.22,0.37,0.37,0.37,3.33
3Month,0.42,0.21,0.21,1.66,1.46,0,0,0.42,0,0.94,0,4.37,0.83,1.77,1.56,0.42,0.62,0.94,1.66,0,0.62,0.52,1.25,0.21,0,2.91,0.1,0.52,74.89,1.04,0,0,1.04,0.52,17.06,1.98
22Month,0,0.41,0,1.91,0.96,0,0.27,0.27,0.14,1.5,0.27,8.06,0.27,3.01,0.14,0.41,0,3.14,1.5,0,0.55,0,2.05,0.41,0.82,10.39,0,0,7.79,3.28,0.55,0,0.55,0.14,0,0.96
