stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,41,0,9,1,3,0,4,0,0,2,0,0,0,0,0,0,1,111,67,0,0,0,1,29,114,0,0,0,14,0,0,0,0,1,0,0,0
72hpf,12.68,29.59,0,4.23,0.28,6.48,0,7.89,0,0,0,0,0,0,5.36,0,1.41,7.89,30.16,46.79,0,0,0.28,0.28,68.49,13.25,0.28,0,0,72.15,0,0.56,1.13,0,1.41,0,0,0.28
21Day,11.47,6.29,0,9.99,0,18.5,0,35.15,0,0,1.48,0,1.85,4.44,18.5,0.37,0.74,8.14,59.2,67.34,0,0,1.85,0,13.69,6.29,0,0,0,63.27,6.29,0.37,0.37,0.37,1.11,1.48,0,2.59
3Month,1.77,108.7,1.25,20.8,0.31,0,3.22,33.39,2.5,2.81,17.16,0.1,22.47,16.54,23.92,7.91,2.6,10.09,150.82,82.07,15.08,0.31,1.98,1.35,5.2,0.42,3.43,1.14,0,5.82,4.47,89.04,0.31,0.1,0.1,38.8,135.33,12.59
22Month,0,215.77,1.5,11.34,0.14,0,3.01,19.68,1.23,0.96,27.19,24.6,99.62,31.02,46.32,3.01,0.68,1.91,73.38,35.12,1.23,4.1,1.91,0.14,5.33,0.14,2.87,1.37,11.21,0.68,0.82,23.91,0.82,0.41,0.14,5.19,0.14,5.6
