stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.28,1.97,0.28,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,5.92,0.37,0,0,0,0,0,0,0,2.22,0.37,0,0,2.22,1.11,0,0,0,0,2.22,2.22,0,0,0,0.74,0,0,0,0.37,0,0,1.11
3Month,0.1,0.21,15.71,0,0.21,0,1.14,0.73,0,13.42,0.52,0.31,0.73,0.31,3.12,4.06,1.04,0.31,0,0.21,0.42,0,0,0.1,0,0,0.1,0.62,0.73,0,0,0.31,1.14,0.62
22Month,1.5,1.37,5.06,0,0.41,0.27,1.64,2.05,0.41,17.22,0.96,3.28,2.6,0.27,1.09,89.37,2.32,0,0.82,0.41,0,0.27,0.41,0.55,0.27,0.14,0.14,0.82,1.64,0.27,0.27,0,0,3.28
