stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,18,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,3,122,1,0,8,0,0,1,0,0,0,0,0
72hpf,1.13,1.69,0,0.56,0.28,0.85,0,0.28,0,0,0,0,0,0,0,0.28,1.13,0,5.07,0,0,0.28,0,31.57,9.3,0,0,3.38,0,0,1.69,0,0.56,0,0,0
21Day,0.37,0.37,0,1.11,0,0.74,0,0,0,0,0.37,0,0,0.37,0.37,0.37,0,0.74,8.51,0,0,3.33,0,10.36,4.44,0,0.37,1.85,0,0.37,1.48,0.37,0.37,0.37,0,1.11
3Month,0.62,6.35,0.21,3.74,0,0,0.1,0.1,0.83,1.25,0.1,5.41,1.25,0.62,1.04,0.31,0.94,0.94,7.59,0.52,0,9.78,0.42,0.83,0.42,1.46,0.1,0.1,0.73,26.52,0.83,0,0.42,27.15,3.85,8.63
22Month,0.14,6.42,0.27,1.23,0,0,0.27,0.27,0.55,1.91,12.57,15.71,0.55,0.68,2.05,0.41,0.41,1.64,5.88,0.14,0.27,3.01,0,1.23,0.41,3.55,0.41,0,0.27,10.93,7.24,3.14,0,2.6,0,10.93
