stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,4,0,5,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,15,0,0,0,0,10,95,0,0,0,2,0,0,0,0,0,1,0,0,0
72hpf,3.66,0.85,0,4.51,2.25,1.41,0,0,0,0.28,0,0,0.28,0,0.85,0,2.25,11.27,0.28,8.74,0,0.56,0.56,0,119.5,41.43,0.56,0.85,0,8.46,0.28,0.28,5.07,0.28,0,0.28,0,0,0
21Day,2.96,1.11,0,12.58,0,0.37,0,1.11,0.74,0.37,0,0,0.37,0,5.18,0.37,2.96,5.92,2.96,14.06,0,0,0.37,0,27.38,9.99,0.37,0.74,0,3.7,1.85,0,1.11,0,0.37,1.11,0,0,0
3Month,0.1,1.66,0.52,10.19,0.31,0,0.31,0.31,4.78,1.77,0,0,9.05,1.87,0.42,5.93,0.31,2.6,1.66,4.58,0.52,0,1.25,0.73,0.83,0.1,1.14,0.31,0,0.21,0.52,16.75,0.1,0,0,0.21,1.35,20.91,1.25
22Month,0.14,1.23,0.96,3.69,0.27,0,0.27,0.27,2.19,4.37,1.5,0,30.75,1.5,0.27,11.89,0.41,0.82,3.96,3.96,0.41,0.82,0.82,0.14,0.68,0.14,0.68,0.55,0.27,0.14,0.14,3.42,0.55,0.14,0,0,0.41,0,0.41
