stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,3,74,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,2.25,0.28,0.28,0,0.56,0,0,0,0,0,0,0,0.56,5.64,0,5.92,0,0.28,0,0.28,4.51,5.92,0,0,5.07,0,0.28,1.41,0,0.56,0,0,0
21Day,1.48,0.37,0,7.03,0,0.37,0,1.48,0,0.37,0,0,0.37,2.22,0.37,0.37,3.33,0.37,18.13,0,0,0.37,0,2.96,5.55,0,0.37,4.07,0.37,0,1.11,0.37,0.74,0,0,0
3Month,0,0.73,0.21,4.78,0,0,0.1,0,0.73,0.31,0,2.39,0.31,0.1,1.14,0.62,0.62,0.42,1.46,0.42,0,0,0.21,0,0,0.21,0,0,0.21,1.66,0,0,0.1,0.1,0.1,0.42
22Month,0.14,0.68,0.14,1.64,0,0,0,0,0.14,0.14,0.27,5.06,0.41,0,0.41,0,0.41,0.41,1.91,0,0.27,0,0,0,0.14,0.41,0.14,0.27,0,0.68,0.14,0,0,0,0,0
