stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,2,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,4,14,42,0,0,0,0,10,313,0,0,4,0,0,0,0,0,0,2,0,0,0
72hpf,4.79,1.69,0,4.23,1.41,0.85,0,0.28,0,0,0,0,0,0,0.56,0,3.1,6.2,1.13,5.64,0,2.25,0.28,0,157.27,42,0,0.28,5.92,0.28,0,0,5.36,0,0,0.28,0,0,0
21Day,4.44,1.11,0,35.89,1.48,9.62,0,8.51,0,1.11,0.37,0,0.74,0.74,5.92,1.85,1.48,12.21,4.44,32.93,0,0,3.7,0,61.05,24.42,0,1.48,14.06,7.03,0,0.37,4.44,0.37,2.96,0.74,0,0,4.44
3Month,0,0.52,0.1,6.24,0.1,0,0,0.1,0.21,1.87,0,0,8.11,2.6,0.31,1.77,0.21,1.56,1.87,2.08,0.21,0,0.94,0.21,0.31,0,0,0.42,0.1,0.1,0.1,2.18,0.1,0,0,0,0.52,8.53,1.46
22Month,0,0.41,0.14,2.73,0,0,0.55,0.14,0,4.24,0.41,0,30.88,1.23,1.09,2.6,0.27,0.82,4.24,1.64,0,0.27,0.82,0,0,0,0.27,0.14,0,0,0,0.27,0,0,0,0,0,0,0.55
