stage,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0.28,0,0,0.56,0,0,0,0,0,0,0,0,0.56,0,0,0
21Day,0.37,1.11,0,0,0,0,0,2.22,0,0,0,0.37,0,1.11,0,0,0,0,0,0.37,0,0.74,0,0,0,0.37,0.74,0,0,0,0
3Month,0.1,4.37,0.21,0.1,1.56,0.31,0,51.38,0.31,24.44,2.08,1.25,0.52,2.18,0.52,0.1,0.31,0.62,0.1,0.83,0.42,0.21,1.66,2.18,0.21,0,0,0.1,0.42,1.98,0.52
22Month,0.55,0.41,0,0,0.41,0.55,0.41,24.32,0.27,10.93,0.27,0.27,0.14,2.05,0.14,0.14,0.14,0,0.14,0.55,0,0.41,0,0.14,1.09,0.41,0,0,0,0,0.14
