stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,14.37,0,0,0.28,0,1.41,0,0,8.46,0.85,0,0,0,0.56,0,0,0.28,0,0,0,0,0
21Day,0,0,3.7,2.22,0.37,0,0,0,2.59,0,0,2.22,0,0,5.18,0,0,0,0.74,0,0,0.37,0,0.74,0.37,0,0,0,0,0,0,0,0,0,0,0,0.37
3Month,0.31,1.46,44.31,86.54,0,2.81,0.1,0.21,250.47,6.24,0,72.81,7.7,0.21,461.21,2.08,4.78,4.37,7.07,2.39,0,3.02,26.42,1.35,0.1,6.97,0.31,0,0,3.64,3.43,0.62,0.1,0.21,0.94,3.02,6.55
22Month,0.68,1.23,40.86,31.29,0,0.55,0.27,0,124.62,6.29,3.42,142.8,1.78,0.14,534.57,0.55,0.55,4.78,4.37,0.14,3.42,0.96,1.23,0.27,0,4.24,0.68,1.09,0.14,0.68,0.14,0.41,0.27,0,0.14,0,1.78
