stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
21Day,0,0,0,0,0.74,0,0,0,0,0,0,0,4.81,0,0,0,0.37,0,0,0,0,0,0.37,0.74,0,0,0.37,0,0,0,0.37,0,0,15.54
3Month,0.1,0.31,0.21,4.47,0,0.31,0,0.83,1.66,0,4.99,2.6,0.21,1.77,0.21,1.46,2.7,2.08,0.31,0.1,0.52,0.31,0.31,0,0.1,0.31,0.21,0.94,1.56,0,0,0.21,0.52,87.06
22Month,0,0.96,0,1.23,0,0.27,0.14,0.27,1.23,0.41,13.12,0.27,0.14,1.78,0.14,0.41,1.09,1.5,0.14,0.96,0.68,0.14,0.14,0,0.14,0.41,0,0.14,0.27,0.27,0,0,0,39.9
