stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,106,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,39.74,0.28,0,0.85,0.28,2.54,0,0,0,0,0,0,0,0,0,0,0.56,3.38,0,4.79,0,0,0,0,96.11,7.61,0.28,0.56,2.82,0,0,0,1.69,0.28,0,0.28,0,0,0
21Day,13.32,0,0,4.07,0.37,1.11,0,0.37,0,0,0,0,0,0,1.48,0,0.37,1.48,0.74,2.59,0,0,0.37,0,51.8,2.96,0,0.37,3.33,2.96,0,0.37,1.11,0.74,1.11,0.37,0,0,1.11
3Month,2.29,0.1,0,2.18,0,0,0.1,0,0.21,0.31,0,0,5.93,0.42,0.1,0.94,0.1,0.83,0.42,2.7,0.42,0.1,0.21,0.52,1.77,0,0.21,0.1,0,0,0.1,18.93,0.21,0,0,0,0.52,0.31,0
22Month,0.68,0.55,0.14,0.68,0,0,0,0,0.41,1.09,0.14,0,23.37,0.41,0.14,2.05,0,0.14,0.96,1.23,0,0.27,0.41,0.14,1.37,0,0.68,0.14,0,0.68,0,12.03,0.27,0.14,0,0,0,0,0.14
