stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0
72hpf,0,0,0.28,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0
21Day,0,0,1.48,0,0,0,0,0,0,0,0,0,1.85,0,0.37,0,0,0,0,0,0.37,0,0,0,0.37,0,0,0
3Month,0,0.1,20.08,0.1,0,0,1.25,2.81,0.73,0.1,1.04,0.31,21.01,0.83,0.83,0.1,0,0.42,0.42,0.31,0,0.1,0.21,3.74,0,0.42,0.94,1.14
22Month,0.27,0.14,1.23,0,0.14,0.14,1.23,3.01,0,0.14,0.68,0,0.14,0.27,0.41,0,0.27,0,0,0,0,0,0,0,0,0,0,0.41
