stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.1,0.28,0,2.25,0.56,3.66,0,0.28,0,0,0,0,0,0,0,0.85,7.33,0.85,3.95,0,0,0,496.9,53.27,0.85,2.82,4.51,0.28,0,17.19,0,0.85,0.56,0,0,0
21Day,3.7,0.37,0,2.59,0.37,4.81,0,1.11,0,0.37,0,1.11,0,2.22,0.74,0,3.33,2.59,2.59,0,1.11,0,204.6,19.98,0.37,8.14,2.96,7.4,0.74,8.88,0.74,1.85,0.74,0,0,0.74
3Month,0,0,0.1,1.14,0.1,0,0,0,0.21,0.31,0,1.87,0.42,0,1.25,0.1,0.31,0.42,0.52,0.1,0.1,0.21,13.42,0.52,3.22,5.41,0,0.21,1.14,0.21,0,0,0.31,0,0.42,0.21
22Month,0.14,0,0,0.55,0.27,0,0.14,0.14,0.14,0.82,0.14,8.47,0.41,0.27,0.96,0.27,0.27,0.82,0.55,0,0,0,6.01,0.41,3.01,4.1,0,0,2.6,0.96,0.27,0,0,0.41,0,0.41
