stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,65,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,4.51,0.85,0,3.66,0,3.66,0,0,0,0,0,0,0,0.56,4.79,0.28,3.95,0.56,0.28,460.54,116.69,0.56,0.56,0,5.07,0,0,9.86,3.95,1.41,0,0,0,0
21Day,2.22,0,0,4.07,0.74,4.44,0,0,0,0.37,0.37,1.48,0.37,1.11,4.07,1.11,6.66,1.11,0,152.8,77.33,1.11,0,0,1.85,6.29,0,2.22,1.11,6.29,1.11,0,0,0
3Month,0,0.1,0,0.83,0.21,0,0.1,0.1,0.31,1.14,0.31,0.1,0.21,0.21,0.31,0.1,0.31,0,2.81,3.12,0.62,1.25,0.1,0,0.1,0,1.14,0,0.1,0.1,0,0.52,0.42,0.62
22Month,0,0,0.14,0.41,0.14,0,0,0,0.14,3.01,0.14,0,0.55,0,0.14,0.27,0.41,0,0.14,1.64,0.41,3.55,0.27,0.14,0,0,1.09,0.14,0.96,0,0,0,0,0.14
