stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.28,0,3.38,1.13,2.82,0,0,0,0,0,0,0,0,0,0,0.56,13.81,0.56,2.25,0,0.28,0.28,0,195.32,39.74,0.28,7.33,7.33,0.28,0,27.34,0.28,0,0,0
21Day,0.37,0,0,8.51,0.37,2.59,0,0.74,0,0,0,0.37,0,0,0.74,0.74,0,9.25,0.37,7.4,0,0,0.37,0,57.72,8.88,0.37,5.55,1.11,2.59,0,15.54,1.48,0,0,0
3Month,0,0.21,0.42,22.05,1.14,0,0.21,0.1,0.1,0.62,0.94,0,79.68,1.25,0.31,3.64,0.83,17.68,0.83,8.32,0.94,0.1,1.77,1.25,8.84,1.25,1.25,1.14,0.62,0.52,10.4,2.39,1.56,0.42,0.42,1.14
22Month,0.14,0.55,0,6.15,0.41,0,0.14,0,0,0.14,1.78,1.23,12.16,0.27,0.55,0.68,0,1.09,0.82,2.73,0,0.41,0.55,0,2.73,0.41,1.78,4.1,0,0,3.55,4.65,1.09,0,0,0.14
