stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,24,1,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,2.25,1.41,0,0,0,0,0.28,0,0,0,0,0,0.28,0,1.41,0.85,3.38,1.69,0,0,0.28,0.56,28.18,3.66,0.28,2.25,0,1.13,0,0,0,1.41,0.28,0.28,0,0,0
21Day,0.37,0.37,0.37,6.29,2.22,0.37,0,0.74,0,0.74,5.18,0,0,1.11,0.74,2.22,0.74,1.48,2.96,7.03,5.92,0,0,0.37,0,17.02,1.48,1.48,4.81,0,2.96,1.11,0,0,1.85,0,0,0,0,12.21
3Month,0.42,2.81,5.1,88.41,1.77,0,1.77,0.31,0.73,53.57,73.75,0.21,0,22.36,57.52,5.3,6.97,16.02,8.01,77.08,28.29,7.49,0,40.05,1.46,3.85,0.83,14.87,36.2,0,0.42,1.66,0.21,24.55,0.83,0,0.52,1.66,10.3,78.95
22Month,0.14,2.05,9.02,38.54,0.27,0,1.91,0.41,0,26.37,99.48,23.64,0,27.6,23.09,6.56,6.01,3.55,2.19,46.73,20.91,0.55,1.78,16.12,0,2.05,0.82,8.47,50.97,0.55,0.55,0.55,0,6.83,2.46,0.55,0.55,0.14,0.14,32.8
