stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,11,0,48,3,1,0,0,0,0,0,0,8,0,0,0,0,16,37,101,74,0,0,0,1,62,632,1,0,0,6,0,0,0,0,0,0,5,0,0,0
72hpf,18.32,11.27,0.28,48.76,15.5,229.14,0,3.95,0,0,1.97,0,0,0.85,0,5.36,0,52.14,169.11,15.5,45.38,0,13.53,3.1,5.92,177.85,187.15,1.97,0.85,0,27.06,7.05,0,2.25,36.92,3.95,3.1,17.47,0,0,0
21Day,46.62,9.25,10.73,244.19,5.55,519.09,0,110.26,0,1.48,17.02,0.74,0,30.71,6.66,63.27,35.15,27.01,84.36,55.13,132.46,0,0.74,21.83,2.59,103.97,115.81,2.96,4.44,0,35.52,42.18,0,6.66,22.2,5.92,13.69,9.62,0,0,25.53
3Month,4.47,11.44,18.41,211.57,1.87,0,6.03,6.35,0.62,24.44,54.3,0.73,0,678.4,87.89,8.95,158.94,21.74,55.55,78.64,45.46,7.91,1.25,14.98,20.39,7.49,1.25,9.57,5.72,0,1.14,20.8,0.21,154.88,2.39,0.42,0,1.87,13.73,50.86,30.16
22Month,2.19,16.26,14.76,71.19,0.41,0,5.6,4.65,0.27,14.76,92.51,13.12,0,1010.93,53.29,24.05,215.09,3.42,16.12,115.2,41.81,0.82,21.86,6.97,1.91,4.65,1.5,6.29,6.29,9.16,1.91,3.28,0,37.03,4.51,2.6,0,0.41,1.5,0.41,12.03
