stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.82,0.28,0,12.12,0.28,3.1,0,0,0,0,0,0,0,0,0.85,644.87,0,5.64,0,0.56,0,0,35.51,14.37,0,0,6.48,0,0.28,3.1,0,0,0.28,0,0,0
21Day,5.55,0.37,0.74,187.21,0.37,10.36,0,0.74,0,0.37,3.7,0.37,1.48,1.48,0.74,412.91,2.59,14.8,0,0,1.48,0,9.25,5.18,0.74,0,7.77,7.4,0,1.85,1.85,4.44,0.37,0,0,0.74
3Month,0,0.1,0.21,45.25,0.1,0,0,0,0.21,0.31,4.89,0.42,0,0.73,0.21,14.56,0.52,2.29,0.1,0,1.25,0.21,0.1,0.1,0.21,0.31,0,0.31,0.83,0,0.1,0,0,0.52,0.52,0.31
22Month,0,0,1.64,2.87,0,0,0.27,0.14,0.41,0.27,7.52,0.14,0,3.55,0.14,1.23,0,0.27,0,0.27,0.14,0,0,0,0.14,0,0,0,0.27,0,0,0,0,0,0,0
