stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,0.85,0.85,0,0.28,0,0,0,0,0,0.28,0,3.1,1.41,0,1.41,0,0.28,0,0,11.27,7.61,0,0,0,3.66,0.28,0,1.41,0,0,0.56,0,0,0
21Day,1.85,0,0.74,4.81,2.96,0,1.85,0,0,0.37,4.07,0.37,1.85,25.53,1.11,1.48,1.11,6.66,0,0,2.22,0.37,10.73,2.22,0.37,0.37,0,3.33,2.59,0,1.11,0.37,0.37,0.37,0,0,1.85
3Month,0,1.14,1.66,9.47,0,0.52,0,6.03,2.7,0,81.55,2.6,0.21,68.24,1.25,1.25,5.2,5.41,1.66,0.1,1.46,20.28,0.83,0.1,1.35,0.31,0,0.21,2.08,3.12,0.21,0,0,0.21,1.66,9.88,1.66
22Month,0,1.37,1.5,3.69,0,0.41,0,3.42,6.29,0.96,133.64,3.28,0.82,75.57,0,0.55,7.52,3.55,0,1.5,0.82,0.68,0.55,0.14,0.96,1.23,0.14,0.14,0.27,1.09,0.55,0.27,0,0,0.14,0,0.82
