stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.13,0,0.56,0,0,0,0,0,0,0,0,0,0,0.28,5.36,0,2.54,0,0,0.28,0,3.38,2.25,0,0,1.41,0,0,1.69,0.28,0.85,0,0,0
21Day,0.74,0.74,0.37,17.39,0,1.11,0,0.37,0,0,0,0,0,0,2.22,0,1.48,17.76,1.11,5.18,0,0,4.81,0,1.48,1.85,0,0,4.07,1.48,0,1.11,0.74,1.11,0,0,1.85
3Month,0.21,1.04,0.1,11.03,0.1,0,0.1,0.31,0.1,3.33,0.42,0,1.25,0.73,0.21,0.52,1.04,5.2,2.29,1.46,0.52,0,6.35,0.1,0.1,0,0.21,0.1,0.31,0.21,0.73,0.1,0,0,0.73,0.21,4.26
22Month,0.14,2.05,0.14,5.19,0,0,0.14,0,0,0.96,0.96,0.27,4.65,0.27,0.55,0.41,0,1.91,1.37,1.78,0.14,0.27,6.01,0,0,0,0.14,0,0.14,0,0.14,1.23,0,0.14,0,0,1.37
