stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.28,0,0.28,0,0,0,0,0.56,0,0,0,0,0.28,0,0,0,0,0,0,0
21Day,0.74,0,0,6.29,1.11,0,0.37,0,0,0,0,0.37,0,3.33,0.37,0,0.74,5.18,2.96,0,0,0,0,5.55,0.74,0,0,0,0.37,0.74,0,0,0.37,0,0,10.73
3Month,0,3.54,0.21,23.51,0,0.83,0,0.1,1.14,3.43,0.1,6.14,6.03,1.66,7.49,1.35,2.18,6.03,3.33,0.52,0,6.97,0.73,0.62,0,1.14,0,0,0.21,0.52,3.85,0.1,0.21,0.83,3.33,99.65
22Month,0.14,4.92,0.27,23.37,0,0.82,0,0,1.64,6.01,2.73,14.62,2.32,4.51,17.08,0.41,0.41,9.7,8.34,0.14,0.55,6.29,0.14,0.14,0,1.64,0.27,0.14,0,0.55,3.28,0,0.27,0.14,0,74.88
